what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119605481
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1380119624504
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119625673
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119632169
activated,view,org.eclipse.ui.ide,3.8.2.v20121106-165923,"org.eclipse.ui.views.ProblemView",1380119633730
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119637468
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119641042
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119642006
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119653395
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119659669
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119659742
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1380119672441
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119673615
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119679237
activated,view,org.eclipse.ui.console,3.5.100.v20120521-2012,"org.eclipse.ui.console.ConsoleView",1380119679249
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119697917
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119702743
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119702870
activated,view,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.PackageExplorer",1380119704406
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119708942
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119713266
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119714870
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119714928
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119732997
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119782793
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119782927
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1380119842651
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119844248
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119846699
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119875873
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119881700
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119888199
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119893357
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119911349
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119911453
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119912279
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119912334
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119916052
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119925551
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119925695
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119926863
activated,editor,org.eclipse.jdt.ui,3.8.2.v20130107-165834,"org.eclipse.jdt.ui.CompilationUnitEditor",1380119928890
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1380119933078
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119934223
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119937055
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119948925
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119950275
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119950569
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119952359
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119956065
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119957053
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119957364
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1380119961574
